OG0001871	macromolecule glycosylation
OG0005909	Metallopeptidase family M24
OG0002298	Chloroplast import apparatus Tic20-like
OG0002776	4Fe-4S single cluster domain
OG0006341	positive regulation of catalytic activity in other organism involved in symbiotic interaction
OG0005542	alpha-N-acetylglucosaminidase activity
OG0001164	phosphoglucomutase activity
OG0006661	Putative tRNA binding domain
OG0002481	polypeptide N-acetylgalactosaminyltransferase-like
OG0000968	Belongs to the peptidase C19 family
OG0001186	negative regulation of cell death
OG0007460	ABC transporter
OG0004200	Mitochondrial ribosomal protein L27
OG0000086	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
OG0006984	Aldo/keto reductase family
OG0001816	protein xylosyltransferase activity
OG0001789	Ca2 Cation Antiporter (CaCA) Family. Source PGD
OG0001914	endoplasmic reticulum-plasma membrane tethering
OG0004770	microtubule motor activity
OG0004163	Acid phosphatase 5, tartrate resistant
OG0007267	nucleotide catabolic process
OG0002471	Specifically methylates the ribose of guanosine 2251 in 23S rRNA
OG0000151	Domain with 2 conserved Trp (W) residues
OG0000736	Rab GTPase activator activity. It is involved in the biological process described with regulation of Rab GTPase activity
OG0006679	Serine hydrolase involved in the detoxification of formaldehyde
OG0004233	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0004708	to the hyi family
OG0004725	TIGRFAM channel protein, hemolysin III family
OG0005479	sulfuric ester hydrolase activity
OG0000153	Phosphoglycerate kinase
OG0002023	Alpha-galactosidase
OG0000747	RNA recognition motif 2
OG0000180	structural constituent of cytoskeleton
OG0005980	Domain of unknown function (DUF3449)
OG0004983	ER membrane protein complex subunit
OG0001139	amino acid transmembrane transporter activity
OG0005281	TPR repeat
OG0000925	protein serine/threonine kinase activity
OG0007413	phosphoacetylglucosamine mutase activity
OG0000051	Cell Division
OG0002843	SKIP/SNW domain
OG0002723	Belongs to the peptidase S33 family
OG0001334	selenide, water dikinase activity
OG0000171	Glycoside hydrolase. Source PGD
OG0001819	Coproporphyrinogen III oxidase
OG0007643	Belongs to the peroxisomal membrane protein PXMP2 4 family
OG0003468	tRNA methyltransferase activity
OG0007404	Transcription elongation factor (TFIIS) family protein
OG0004993	cell division
OG0000385	Phosphopantetheine attachment site
OG0003526	TIGRFAM cysteine desulfurase family protein
OG0005382	methyltransferase activity
OG0006740	Patatin-like phospholipase. Source PGD
OG0002747	ubiquitin-protein transferase activity
OG0004328	hydrolase activity, acting on ester bonds
OG0003314	Protein tyrosine kinase
OG0001177	hormone-mediated apoptotic signaling pathway
OG0002060	Calcium-binding protein
OG0000401	PRMT5 arginine-N-methyltransferase
OG0000277	Signal recognition particle receptor beta subunit
OG0000440	-
OG0004255	phosphoseryl-tRNA kinase
OG0006983	DnaJ domain protein. Source PGD
OG0000455	Adenylate and guanylate cyclase catalytic domain-containing protein
OG0003372	Domain with 2 conserved Trp (W) residues
OG0002389	Belongs to the class-II DAHP synthase family
OG0001926	PFAM single-stranded nucleic acid binding R3H domain protein
OG0006653	protein N-terminus binding
OG0000808	Lipase (class 3)
OG0006845	Domain of unknown function (DUF4498)
OG0002509	Leucine-rich repeat
OG0007118	spindle assembly checkpoint
OG0000150	ubiquitin-protein transferase activity
OG0005497	Rhodanese-like domain-containing protein
OG0000286	ribosomal protein
OG0004513	Quinonoid dihydropteridine reductase
OG0007100	Vacuolar ATP synthase subunit D
OG0001283	alanyl-tRNA aminoacylation
OG0007695	rRNA processing
OG0002360	Protein tyrosine kinase
OG0001575	Taurine catabolism dioxygenase TauD, TfdA family
OG0002455	May be involved in fusion of retrograde transport vesicles derived from an endocytic compartment with the Golgi complex
OG0006211	ribosomal protein
OG0004665	Belongs to the DHHC palmitoyltransferase family
OG0000082	transferase activity, transferring hexosyl groups
OG0001736	Source PGD
OG0002863	Conserved hypothetical ATP binding protein
OG0001143	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0001163	Zinc-binding dehydrogenase
OG0006480	cilium assembly
OG0004081	Belongs to the eukaryotic ribosomal protein eL15 family
OG0002911	GTPase activator activity
OG0007660	Cytochrome b5
OG0006473	Protein SDA1 homolog
OG0000834	prolyl 4-hydroxylase
OG0004131	Transketolase, thiamine diphosphate binding domain
OG0000899	helix_turn_helix, Lux Regulon
OG0000335	ATP-binding cassette, sub-family C (CFTR MRP), member
OG0003597	methenyltetrahydrofolate cyclohydrolase activity
OG0006523	Belongs to the histone H2B family
OG0000621	RNA-binding protein mei2 homologue
OG0007468	-
OG0000852	Trypsin-like peptidase domain
OG0001385	Trypsin
OG0003989	DnaJ homolog, subfamily B, member 8. Source PGD
OG0004265	Source PGD
OG0000128	calcium-dependent cysteine-type endopeptidase activity
OG0002057	macromolecule glycosylation
OG0005753	propanoyl-CoA C-acyltransferase activity
OG0004181	Methyltransferase domain
OG0000733	2-aminoadipate transaminase activity
OG0005267	kinase 5
OG0002007	PAB1-binding protein 1. Source PGD
OG0001400	tRNA synthetases class II (D, K and N)
OG0006544	cyclin-dependent kinase
OG0005414	mitogen-activated protein kinase 15
OG0000018	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
OG0006450	ubiquitin interaction motif-containing protein
OG0002546	homoserine dehydrogenase activity
OG0000229	Ferredoxin--NADP reductase
OG0000123	Phosphorylase b kinase gamma catalytic chain
OG0007183	translation initiation factor activity
OG0001617	Heterogeneous nuclear ribonucleoprotein
OG0005385	gamma-butyrobetaine dioxygenase activity
OG0001409	SecY translocase
OG0004736	heme-transporting ATPase activity
OG0000681	enoyl-CoA delta isomerase 2
OG0007024	Sugar fermentation stimulation protein
OG0005574	S-adenosyl-L-methionine-dependent protein-lysine N- methyltransferase that methylates elongation factor 1-alpha
OG0000151	RNA binding
OG0003607	3-oxo-5-alpha-steroid 4-dehydrogenase
OG0002873	Belongs to the ALG6 ALG8 glucosyltransferase family
OG0002829	Helicase and polymerase-containing protein
OG0001399	Protein kinase domain
OG0002656	5-formyltetrahydrofolate cyclo-ligase-like protein COG0212
OG0004921	Belongs to the class I-like SAM-binding methyltransferase superfamily. RNA M5U methyltransferase family
OG0007216	66 kDa stress
OG0004501	Domain of unknown function (DUF4743)
OG0006959	Uncharacterised protein family UPF0066
OG0003334	Peptidase M16C associated
OG0002908	Alkylated DNA repair protein
OG0003821	Source PGD
OG0000825	sodium ion transport
OG0003930	Sodium/calcium exchanger protein
OG0006366	Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB NOP family
OG0004984	tRNA (Guanine-1)-methyltransferase
OG0007567	26S Proteasome
OG0005625	CDP-glycerol diphosphatase activity
OG0000258	fumarate reductase
OG0000275	unfolded protein binding
OG0002374	protein N-terminus binding
OG0000022	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0001024	ribosomal protein
OG0004552	C-4 methylsterol oxidase activity
OG0003547	long-chain fatty acid transporter activity
OG0002882	ribosomal protein
OG0001625	CHK2 checkpoint homolog (S. pombe)
OG0006307	Ankyrin repeats (many copies)
OG0006697	BTB/POZ domain
OG0002560	ADP-ribosylglycohydrolase
OG0001068	Cell cycle regulator protein
OG0007475	rna exonuclease
OG0001459	Heat shock chaperonin-binding motif.
OG0000238	glycine hydroxymethyltransferase activity
OG0002175	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
OG0000533	b5 reductase
OG0005319	Belongs to the glycosyl hydrolase 3 family
OG0002968	EF-hand domain
OG0000936	Belongs to the glycosyl hydrolase 13 family
OG0003437	Ras family
OG0003933	NHL repeat containing 2
OG0004029	voltage-gated chloride channel activity
OG0000843	Domain of unknown function DUF21
OG0000170	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
OG0007390	radial spoke head protein 3 homolog
OG0000189	phosphopantetheine binding
OG0003552	Domain of unknown function (DUF3336)
OG0006320	Dna-directed rna polymerase ii
OG0003493	protein homooligomerization
OG0001974	Belongs to the MsrB Met sulfoxide reductase family
OG0002808	Chorismate mutase
OG0002036	Desumoylating isopeptidase 1
OG0002451	This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly
OG0002670	NEDD8 transferase activity
OG0007188	ferrochelatase activity
OG0000138	Ring finger protein
OG0000133	zinc-ribbon
OG0004386	Methylates the 2'-O-ribose of nucleotides at positions 32 and 34 of the tRNA anticodon loop of substrate tRNAs
OG0004443	Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate
OG0004345	nucleic acid binding
OG0001747	Belongs to the UDP-glycosyltransferase family
OG0002856	Ankyrin repeat
OG0004856	GTPase activity
OG0007254	Haemolysin-III related
OG0002991	Pheophorbide a oxygenase
OG0007193	homolog 6
OG0000526	phosphoenolpyruvate carboxykinase (ATP) activity
OG0001870	Transporter
OG0007593	NLI interacting factor family phosphatase
OG0002062	ATP binding
OG0005915	protein serine/threonine kinase activity
OG0004572	Periodic tryptophan protein 2
OG0005738	phosphate ion transport
OG0003802	FAD synthetase
OG0001410	RNA recognition motif 2
OG0001869	MOB kinase activator-like
OG0000906	ribosomal protein
OG0005300	metalloaminopeptidase activity
OG0004456	Belongs to the protein-tyrosine phosphatase family. Non-receptor class dual specificity subfamily
OG0001207	glutamine metabolic process
OG0005815	HIT domain
OG0000924	protein kinase activity
OG0002619	Nitrile hydratase, alpha chain
OG0001487	Protein tyrosine kinase
OG0006680	Belongs to the ubiquitin-conjugating enzyme family
OG0002852	protein kinase activity
OG0000821	Tetratricopeptide repeats
OG0001157	four-way junction helicase activity
OG0000540	Domain of unknown function (DUF5122) beta-propeller
OG0005524	-
OG0007365	dipeptidyl-peptidase activity
OG0000512	Cellulase (glycosyl hydrolase family 5)
OG0000057	Belongs to the protein kinase superfamily
OG0001567	Belongs to the peptidase C1 family
OG0004649	histone peptidyl-prolyl isomerization
OG0005825	Acetyltransferase (GNAT) domain
OG0006681	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0006873	to Saccharomyces cerevisiae YOS1 (YER074W-A)
OG0003179	NUDIX domain
OG0007563	Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine
OG0005767	Catalyzes the transfer of galactose onto proteins or lipids. Required for susceptibility to pore-forming crystal toxins in conjunction with bre-1, bre-2
OG0002089	Protein tyrosine kinase
OG0003399	Belongs to the HpcH HpaI aldolase family
OG0003815	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
OG0001054	positive regulation of Notch signaling pathway
OG0006381	DnaJ domain protein
OG0003228	cleavage stimulation factor
OG0001852	peptide-methionine (R)-S-oxide reductase activity
OG0005218	Phytochelatin synthase
OG0000533	Belongs to the flavoprotein pyridine nucleotide cytochrome reductase family
OG0002274	calcium-dependent cysteine-type endopeptidase activity
OG0000455	Adenylyl- / guanylyl cyclase, catalytic domain
OG0001167	Belongs to the eukaryotic ribosomal protein eS12 family
OG0003779	Glutaredoxin 2, C terminal domain
OG0004966	Endonuclease V
OG0006444	regulator of chromosome condensation (RCC1) family protein
OG0005228	DNA-directed RNA polymerase
OG0002878	Multiprotein bridging factor type 1
OG0001837	cAMP-dependent protein kinase activity
OG0002957	N-terminal peptidyl-methionine acetylation
OG0003581	Belongs to the glycosyltransferase 8 family
OG0002750	Protein kinase domain
OG0004968	Belongs to the pseudouridine synthase RsuA family
OG0007224	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
OG0001214	ligase activity
OG0007339	C-type lectin (CTL) or carbohydrate-recognition domain (CRD)
OG0007152	UDP-N-acetylglucosamine transferase subunit ALG14. Source PGD
OG0001279	transcription factor binding
OG0006004	PCO_ADO
OG0003702	deoxyhypusine monooxygenase activity
OG0000848	arginine transport
OG0002198	endocytosis
OG0007300	Splicing factor 3B subunit
OG0003284	3-carboxymuconate cyclase
OG0000319	peptidyl-prolyl cis-trans isomerase activity
OG0006528	glutathione s-transferase
OG0001161	RNA binding protein. Source PGD
OG0006495	Protein of unknown function (DUF2870)
OG0001039	linker between RRM2 and RRM3 domains in RBM39 protein
OG0004044	AarF domain-containing protein kinase
OG0004892	Natural resistance-associated macrophage protein
OG0001307	Type I phosphodiesterase / nucleotide pyrophosphatase
OG0006076	Specifically methylates the adenine in position 1618 of 23S rRNA
OG0007159	2OG-Fe(II) oxygenase
OG0001061	Regulator of chromosome condensation (RCC1) repeat
OG0002081	glutamyl-tRNA reductase activity
OG0003485	small-subunit processome assembly
OG0001432	Histone-lysine N-methyltransferase
OG0000388	snRNA import into nucleus
OG0000611	Protein kinase domain containing protein
OG0002051	cell division
OG0000068	Belongs to the peptidase C1 family
OG0001086	regulation of cilium-dependent cell motility
OG0003834	Belongs to the 14-3-3 family
OG0006664	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity
OG0006950	P-loop containing nucleoside triphosphate hydrolase protein
