OG0000847	PFAM short chain dehydrogenase
OG0003433	acetyltransferase, which acetylates the inositol ring of phosphatidylinositol during biosynthesis of GPI- anchor
OG0003543	DEAD DEAH box helicase
OG0002107	Belongs to the nonaspanin (TM9SF) (TC 9.A.2) family
OG0004114	Displays ATPase and GTPase activities
OG0001032	calcium, potassium:sodium antiporter activity
OG0009728	alpha-methylacyl-CoA racemase
OG0001538	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor
OG0001967	cilium movement involved in cell motility
OG0002137	Protein kinase. Source PGD
OG0002249	Regulatory subunit of S-adenosylmethionine synthetase 2, an enzyme that catalyzes the formation of S-adenosylmethionine from methionine and ATP. Regulates MAT2A catalytic activity by changing its kinetic properties, increasing its affinity for L- methionine
OG0003922	Photosystem II Pbs27
OG0003069	Cyclin
OG0008819	Carbon-nitrogen hydrolase
OG0003359	kinase-activated protein kinase 2
OG0007857	arsonoacetate metabolic process
OG0009311	Catalyzes the methylation of the lipid moiety of the intermediate compounds phthiotriol and glycosylated phenolphthiotriol dimycoserosates to form phthiocerol dimycocerosates (DIM A) and glycosylated phenolphthiocerol dimycocerosates (PGL)
OG0002968	positive regulation of Notch signaling pathway
OG0005433	Protein tyrosine kinase
OG0009353	glycine decarboxylation via glycine cleavage system
OG0000452	Sulfate permease family
OG0007221	Belongs to the syntaxin family
OG0001380	NHL repeat
OG0003617	Aldo/keto reductase family
OG0000558	oxidation-reduction process
OG0006197	Prolyl 4-hydroxylase alpha subunit homologues.
OG0003908	thiol-dependent ubiquitin-specific protease activity
OG0004078	ammonium transmembrane transporter activity
OG0001951	deSI-like protein At4g17486
OG0006204	sensitivity to red light reduced
OG0000797	sulfuric ester hydrolase activity
OG0002726	26S proteasome non-ATPase regulatory subunit 14. Source PGD
OG0007294	ROK family
OG0001119	lipid catabolic process
OG0004829	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP)
OG0004187	dipeptidase activity
OG0002617	Zinc-binding dehydrogenase
OG0008936	DnaJ molecular chaperone homology domain
OG0008604	Calcineurin-like phosphoesterase superfamily domain
OG0001025	60s ribosomal protein
OG0009852	Eukaryotic porin
OG0008905	Belongs to the glycosyltransferase 8 family
OG0002193	dynein intermediate chain binding
OG0007000	protein-cysteine S-palmitoyltransferase activity
OG0006471	HIT zinc finger
OG0001663	Protein tyrosine kinase
OG0007494	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif
OG0002315	Acyl CoA binding protein
OG0008418	2OG-Fe(II) oxygenase superfamily
OG0003599	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OG0003924	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0005599	saccharopine dehydrogenase (NADP+, L-lysine-forming) activity
OG0006496	Ssl1-like
OG0006155	belongs to the aldehyde dehydrogenase family
OG0003555	PrpF protein
OG0001705	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
OG0008603	Belongs to the pseudouridine synthase RsuA family
OG0002162	Structural maintenance of chromosomes protein
OG0001890	3-beta-hydroxy-delta5-steroid dehydrogenase activity
OG0006900	Protein farnesyltransferase geranylgeranyltransferase type-1 subunit alpha
OG0004436	Prefoldin subunit 2
OG0008132	ATPase activity, coupled to transmembrane movement of substances
OG0006081	bile acid:sodium symporter activity
OG0000789	initiation factor
OG0003806	Amino acid kinase family
OG0009034	glutathione transferase activity
OG0009447	thiol-dependent ubiquitin-specific protease activity
OG0001496	toxin transport
OG0001726	ribonuclease III activity
OG0001616	Poly(A) RNA polymerase gld-2
OG0004615	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
OG0003223	Regulator of chromosome condensation (RCC1) repeat
OG0000019	ligase regulator activity
OG0005283	to Saccharomyces cerevisiae YOS1 (YER074W-A)
OG0000688	generation of catalytic spliceosome for first transesterification step
OG0009926	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0009195	Specifically methylates the uridine in position 2552 of 23S rRNA at the 2'-O position of the ribose in the fully assembled 50S ribosomal subunit
OG0001341	Ribosomal protein L11 methyltransferase
OG0001402	primary palate development
OG0002934	PFAM alpha amylase, catalytic
OG0009826	tRNA dihydrouridine synthase activity
OG0001140	GDP-L-fucose synthase activity
OG0003243	Suppressor of mec-8 and unc-52 protein homolog
OG0004736	Glycoside hydrolase. Source PGD
OG0000195	fructose-bisphosphate aldolase activity
OG0009312	DnaJ molecular chaperone homology domain
OG0005301	CH-like domain in sperm protein
OG0000744	Protein tyrosine kinase
OG0009606	RNA processing
OG0000920	tRNA synthetases class I (W and Y)
OG0010142	ubiE/COQ5 methyltransferase family
OG0008856	Peptidase S15
OG0001971	heme oxidation
OG0000105	UDP-galactose UDP-glucose transporter
OG0008804	alpha-galactosidase activity
OG0006962	TerD domain
OG0009207	Calcium calmodulin-dependent protein kinase
OG0002114	Nitronate monooxygenase
OG0004029	oxidoreductase activity
OG0000595	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)
OG0009594	-
OG0000463	Protein MEI2-like 4 isoform X1
OG0002642	Synaptic vesicle membrane protein VAT-1 homolog
OG0001965	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0007088	cyanate hydratase activity
OG0004296	Tpr domain-containing protein
OG0001050	Aspartyl Asparaginyl beta-hydroxylase
OG0000023	serine threonine-protein kinase
OG0002045	fatty-acyl-CoA binding
OG0001797	tRNA pseudouridine synthase
OG0008670	Ribosome biogenesis protein Kri1
OG0001825	cysteinyl-tRNA aminoacylation
OG0000262	Wall-associated receptor kinase
OG0001545	heme binding
OG0006356	WD repeat-containing protein 3
OG0001529	Calcium-dependent protein kinase
OG0006818	Belongs to the arylamine N-acetyltransferase family
OG0001911	RING-H2 zinc finger domain
OG0002589	queuine tRNA-ribosyltransferase
OG0007465	peptidyl-prolyl cis-trans isomerase activity
OG0009775	protein serine/threonine phosphatase activity
OG0002017	hydroxymethylglutaryl-CoA reductase
OG0000263	III protein, CoA-transferase family
OG0000588	Steryl acetyl hydrolase
OG0001298	protein tag
OG0002711	NAD+ binding
OG0000908	Aminotransferase class I and II
OG0004693	hemK methyltransferase family member 1
OG0008720	Responsible for the transport of dicarboxylates such as succinate, fumarate, and malate
OG0008016	zinc finger A20 and AN1 domain-containing stress-associated protein
OG0004501	Melibiase
OG0000587	X-domain of DnaJ-containing
OG0003538	enoyl-CoA hydratase
OG0001893	Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)
OG0001748	oxidoreductase activity
OG0003141	Low-density lipoprotein receptor domain class A
OG0010069	BCS1_N
OG0002525	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
OG0001034	peptide-methionine (R)-S-oxide reductase activity
OG0004886	cell redox homeostasis
OG0004261	Cupin-like domain
OG0009829	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
OG0007735	HNH endonuclease
OG0009708	phosphopantetheine binding
OG0001879	CRAL/TRIO domain
OG0009461	carbohydrate kinase activity
OG0009509	serine threonine protein kinase
OG0003927	Signal recognition particle
OG0002120	Specifically methylates the guanine in position 2445 (m2G2445) and the guanine in position 2069 (m7G2069) of 23S rRNA
OG0007723	aspartic-type endopeptidase activity
OG0003153	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
OG0002620	DNL zinc finger
OG0004392	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
OG0000212	Synthesizes alpha-1,4-glucan chains using ADP-glucose
OG0004010	cyclin-dependent kinase
OG0008364	COG1226 Kef-type K transport systems
OG0006926	cytidylyltransferase
OG0002648	hydrolase activity, acting on ester bonds
OG0006919	Cupin-like domain
OG0003436	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0000998	Protein tyrosine kinase
OG0008786	Serine threonine tyrosine interacting protein
OG0004037	Belongs to the protein kinase superfamily
OG0001055	heavy chain 5
OG0004217	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity
OG0001936	N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
OG0000242	Triosephosphate isomerase
OG0007628	homolog 6
OG0004587	serine-type endopeptidase activity
OG0000095	Belongs to the isocitrate lyase PEP mutase superfamily. Isocitrate lyase family
OG0005246	Phosphorylase b kinase gamma catalytic chain, liver testis isoform
OG0005577	Acyltransferase
OG0005988	metallo-beta-lactamase domain protein
OG0000179	NDP-glucose-starch glucosyltransferase activity
OG0004331	CDP-glycerol diphosphatase activity
OG0000590	protochlorophyllide
OG0000158	ribonucleoside-diphosphate reductase activity
OG0003231	Belongs to the ALAD family
OG0008292	Chlorophyll A-B binding protein
OG0007924	Calcium calmodulin-dependent protein kinase
OG0007339	ABC transporter
OG0008612	AarF domain-containing protein kinase
OG0000740	ATP citrate lyase, subunit 1
OG0000246	Helicase
OG0003426	GTPase activity
OG0003278	Prolyl 4-hydroxylase alpha subunit homologues.
OG0002124	RNA uridylyltransferase activity
OG0005023	camp-dependent protein kinase
OG0006873	selenocysteine insertion sequence binding
OG0001832	guanine transport
OG0003022	RING-H2 zinc finger domain
OG0000780	This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand
OG0009730	Peroxisomal biogenesis factor 7
OG0007751	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives
OG0007597	Peroxisome biogenesis protein
OG0008689	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
OG0008103	Protein similar to CwfJ C-terminus 2
OG0001164	ADP-ribosylglycohydrolase
OG0003368	TAP-like protein
OG0003072	Proteasome subunit
OG0002015	Catalyzes the NAD( )-dependent oxidation of L-threonine to 2-amino-3-ketobutyrate
OG0009120	RNA helicase
OG0001996	acyl-CoA transferases carnitine dehydratase
OG0008338	procollagen-lysine 5-dioxygenase activity
OG0004590	positive regulation of chromatin silencing at rDNA
OG0000012	ATP binding
OG0005907	Protein phosphatase 2A homologues, catalytic domain.
OG0001156	oxygen evolving activity
OG0000284	NUMOD4 motif
OG0009812	phosphate ion transport
OG0000839	Cold shock
OG0001238	Zn_pept
OG0000029	E3 ubiquitin-protein ligase
OG0008754	actin binding
OG0008100	phosphoprotein phosphatase activity
OG0000734	Ribosomal protein P0 is the functional equivalent of E.coli protein L10
OG0001287	NEDD8 transferase activity
OG0005703	DnaJ C terminal domain
OG0003627	Cytochrome b5-like Heme/Steroid binding domain
OG0006979	procollagen-proline 4-dioxygenase activity
OG0009477	Diacylglycerol kinase
OG0008704	Belongs to the CDS family
OG0000428	Subtilase family
OG0005620	Calcium-binding protein
OG0002322	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits
OG0003024	Intraflagellar transport complex B protein 46 C terminal
OG0003014	ARF-like small GTPases; ARF, ADP-ribosylation factor
OG0009392	Serine hydrolase (FSH1)
OG0002565	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids
OG0006117	ubiquitin-dependent protein catabolic process via the N-end rule pathway
OG0007564	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site
OG0001952	Divalent heavy-metal cations transporter
OG0008151	Protein tyrosine kinase
OG0009745	ER lumen protein retaining receptor
OG0002243	In Between Ring fingers
OG0003900	Malonate--CoA
OG0002190	PFAM Isocitrate dehydrogenase NADP-dependent monomeric type
OG0000030	Heat shock protein
OG0003953	Si ch211-127i16.2
OG0005169	Belongs to the type-B carboxylesterase lipase family
OG0006914	cytochrome-b5 reductase activity, acting on NAD(P)H
OG0006827	Mitochondrial import inner membrane translocase subunit Tim17
OG0001388	T-complex protein 1 subunit alpha
OG0001282	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
OG0005371	Phosducin
OG0007618	alditol biosynthetic process
OG0000048	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase
OG0000016	homolog subfamily B member
OG0000918	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins
